Make,Year,Engine Size (L),Fuel Type,Average_Price
Honda,2020,2.1,Hybrid,76234.78
Honda,2020,2.1,Petrol,67709.81
Honda,2020,2.2,Diesel,52967.84
Honda,2020,2.3,Diesel,19132.37
Honda,2020,2.3,Electric,38457.2
Honda,2020,2.3,Petrol,48523.26
Honda,2020,2.4,Electric,56071.7
Honda,2020,2.4,Hybrid,27563.03
Honda,2020,2.4,Petrol,32291.17
Honda,2020,2.5,Electric,64519.5
Honda,2020,2.6,Petrol,59076.22
Honda,2020,2.7,Diesel,40113.28
Honda,2020,2.7,Petrol,25884.02
Honda,2020,2.9,Diesel,52010.31
Honda,2020,2.9,Hybrid,37092.75
Honda,2020,2.9,Petrol,69053.71
Honda,2020,3.0,Diesel,26647.68
Honda,2020,3.0,Electric,26896.48
Honda,2020,3.1,Electric,24822.73
Honda,2020,3.1,Hybrid,25264.97
Honda,2020,3.1,Petrol,71281.95
Honda,2020,3.2,Diesel,18932.26
Honda,2020,3.2,Hybrid,39058.73
Honda,2020,3.3,Diesel,25168.62
Honda,2020,3.5,Electric,54158.49
Honda,2020,3.5,Hybrid,77905.83
Honda,2020,3.5,Petrol,40262.21
Honda,2020,3.6,Petrol,69699.7
Honda,2020,3.7,Diesel,66583.59
Honda,2020,3.7,Electric,77413.38
Honda,2020,3.7,Petrol,72850.44
Honda,2020,3.8,Hybrid,34693.14
Honda,2020,3.8,Petrol,27170.83
Honda,2020,3.9,Diesel,27950.09
Honda,2020,3.9,Electric,36819.09
Honda,2020,4.0,Hybrid,18679.16
Honda,2020,4.0,Petrol,48741.27
Honda,2020,4.1,Diesel,65843.95
Honda,2020,4.1,Electric,32890.26
Honda,2020,4.1,Petrol,23957.51
Honda,2020,4.2,Diesel,44061.13
Honda,2020,4.2,Hybrid,51826.32
Honda,2020,4.2,Petrol,57306.87
Honda,2020,4.3,Diesel,19517.4
Honda,2020,4.3,Hybrid,59877.89
Honda,2020,4.4,Diesel,41375.37
Honda,2020,4.4,Electric,20308.38
Honda,2020,4.4,Hybrid,35934.52
Honda,2020,4.5,Diesel,77501.9
Honda,2020,4.5,Petrol,20505.65
Honda,2020,4.6,Diesel,67935.31
Honda,2020,4.6,Electric,17791.34
Honda,2020,4.7,Diesel,30423.32
Honda,2020,4.7,Petrol,66105.86
Honda,2020,4.8,Electric,37321.06
Honda,2020,4.8,Hybrid,42253.78
Hyundai,2010,1.2,Diesel,40323.32
Hyundai,2010,1.2,Electric,70761.2
Hyundai,2010,1.3,Diesel,28460.75
Hyundai,2010,1.3,Hybrid,61403.49
Hyundai,2010,1.3,Petrol,50887.05
Hyundai,2010,1.5,Electric,44582.78
Hyundai,2010,1.6,Electric,38298.04
Hyundai,2010,1.6,Hybrid,69522.48
Hyundai,2010,1.6,Petrol,27410.97
Hyundai,2010,1.7,Diesel,58434.86
Hyundai,2010,1.7,Electric,73202.54
Hyundai,2010,1.7,Hybrid,56339.05
Hyundai,2010,1.8,Diesel,38815.55
Hyundai,2010,1.8,Electric,72182.45
Hyundai,2010,1.9,Hybrid,39091.13
Hyundai,2010,1.9,Petrol,26131.08
Hyundai,2010,2.0,Electric,67045.28
Hyundai,2010,2.1,Diesel,65655.06
Hyundai,2010,2.2,Diesel,36719.24
Hyundai,2010,2.2,Petrol,53777.36
Hyundai,2010,2.3,Diesel,18825.91
Hyundai,2010,2.3,Electric,23327.77
Hyundai,2010,2.3,Hybrid,58108.27
Hyundai,2010,2.5,Diesel,53345.58
Hyundai,2010,2.5,Electric,42029.83
Hyundai,2010,2.5,Hybrid,54683.2
Hyundai,2010,2.6,Diesel,53869.58
Hyundai,2010,2.6,Electric,49905.86
Hyundai,2010,2.6,Hybrid,75307.32
Hyundai,2010,2.7,Hybrid,53572.38
Hyundai,2010,2.7,Petrol,33939.71
Hyundai,2010,2.8,Diesel,72685.92
Hyundai,2010,2.8,Electric,61701.21
Hyundai,2010,2.9,Diesel,46370.43
Hyundai,2010,2.9,Electric,55534.43
Hyundai,2010,2.9,Petrol,42242.0
Hyundai,2010,3.0,Electric,32472.05
Hyundai,2010,3.0,Hybrid,35023.75
Hyundai,2010,3.1,Diesel,31130.37
Hyundai,2010,3.1,Electric,68648.53
Hyundai,2010,3.1,Hybrid,29110.42
Hyundai,2010,3.2,Hybrid,17456.32
Hyundai,2010,3.2,Petrol,38702.45
Hyundai,2010,3.3,Diesel,37449.88
Hyundai,2010,3.3,Petrol,55216.8
Hyundai,2010,3.4,Diesel,20526.04
Hyundai,2010,3.5,Diesel,63606.17
Hyundai,2010,3.5,Electric,24885.01
Hyundai,2010,3.5,Petrol,40645.86
Hyundai,2010,3.6,Diesel,76747.26
Hyundai,2010,3.6,Electric,51794.57
Hyundai,2010,3.6,Hybrid,49559.35
Hyundai,2010,3.7,Diesel,63236.33
Hyundai,2010,3.8,Diesel,56886.43
Hyundai,2010,3.8,Electric,69867.06
Hyundai,2010,3.9,Petrol,60559.06
Hyundai,2010,4.0,Hybrid,46161.65
Hyundai,2010,4.0,Petrol,68966.41
Hyundai,2010,4.1,Electric,37244.64
Hyundai,2010,4.1,Hybrid,29175.23
Hyundai,2010,4.2,Diesel,54019.56
Hyundai,2010,4.2,Hybrid,65775.68
Hyundai,2010,4.3,Diesel,71415.76
Hyundai,2010,4.3,Petrol,72743.77
Hyundai,2010,4.4,Diesel,31658.56
Hyundai,2010,4.5,Diesel,60362.99
Hyundai,2010,4.5,Hybrid,60490.36
Hyundai,2010,4.5,Petrol,47747.91
Hyundai,2010,4.6,Diesel,62274.32
Hyundai,2010,4.6,Electric,23773.53
Hyundai,2010,4.6,Hybrid,27182.81
Hyundai,2010,4.7,Electric,54618.86
Hyundai,2010,4.7,Hybrid,73950.64
Hyundai,2010,4.7,Petrol,53220.56
Hyundai,2010,4.8,Diesel,37440.86
Hyundai,2010,4.8,Hybrid,72468.07
Hyundai,2010,4.9,Electric,65743.91
Hyundai,2010,5.0,Electric,46416.44
Hyundai,2010,5.0,Petrol,37298.06
Hyundai,2011,1.0,Hybrid,75980.88
Hyundai,2011,1.2,Diesel,34693.03
Hyundai,2011,1.2,Hybrid,47228.98
Hyundai,2011,1.2,Petrol,35608.51
Hyundai,2011,1.3,Hybrid,26572.24
Hyundai,2011,1.4,Hybrid,23189.3
Hyundai,2011,1.5,Diesel,37314.31
Hyundai,2011,1.5,Electric,18707.92
Hyundai,2011,1.5,Petrol,20462.4
Hyundai,2011,1.6,Diesel,60118.26
Hyundai,2011,1.6,Petrol,59391.36
Hyundai,2011,1.7,Diesel,37060.24
Hyundai,2011,1.7,Electric,65177.26
Hyundai,2011,1.7,Hybrid,52301.73
Hyundai,2011,1.8,Electric,76656.78
Hyundai,2011,2.0,Diesel,50165.64
Hyundai,2011,2.0,Petrol,31188.49
Hyundai,2011,2.1,Petrol,58808.72
Hyundai,2011,2.2,Diesel,62332.75
Hyundai,2011,2.2,Hybrid,57082.35
Hyundai,2011,2.2,Petrol,74196.89
Hyundai,2011,2.3,Diesel,18801.97
Hyundai,2011,2.4,Diesel,30953.82
Hyundai,2011,2.4,Petrol,54157.8
Hyundai,2011,2.5,Electric,73086.45
Hyundai,2011,2.5,Hybrid,24130.6
Hyundai,2011,2.6,Diesel,49842.37
Hyundai,2011,2.6,Petrol,57107.29
Hyundai,2011,2.7,Diesel,25780.24
Hyundai,2011,2.7,Petrol,44194.94
Hyundai,2011,2.8,Diesel,46709.19
Hyundai,2011,2.8,Electric,35240.86
Hyundai,2011,2.8,Hybrid,39339.83
Hyundai,2011,2.9,Hybrid,16785.0
Hyundai,2011,3.0,Hybrid,22278.53
Hyundai,2011,3.0,Petrol,50159.49
Hyundai,2011,3.1,Diesel,43794.89
Hyundai,2011,3.1,Hybrid,43988.28
Hyundai,2011,3.1,Petrol,51268.88
Hyundai,2011,3.2,Diesel,29309.5
Hyundai,2011,3.2,Hybrid,35890.56
Hyundai,2011,3.3,Hybrid,58761.52
Hyundai,2011,3.4,Diesel,50435.73
Hyundai,2011,3.4,Electric,69103.1
Hyundai,2011,3.4,Petrol,23372.06
Hyundai,2011,3.6,Diesel,16543.21
Hyundai,2011,3.6,Electric,36859.76
Hyundai,2011,3.6,Petrol,43381.84
Hyundai,2011,3.7,Electric,76916.78
Hyundai,2011,3.7,Petrol,76932.79
Hyundai,2011,3.8,Hybrid,48019.12
Hyundai,2011,3.9,Diesel,73337.83
Hyundai,2011,3.9,Hybrid,15223.87
Hyundai,2011,4.0,Petrol,15838.55
Hyundai,2011,4.1,Diesel,31810.6
Hyundai,2011,4.1,Electric,33158.52
Hyundai,2011,4.1,Hybrid,53784.21
Hyundai,2011,4.2,Petrol,21505.75
Hyundai,2011,4.3,Diesel,78842.06
Hyundai,2011,4.3,Electric,75004.22
Hyundai,2011,4.3,Hybrid,16046.2
Hyundai,2011,4.4,Electric,17195.93
Hyundai,2011,4.4,Petrol,53672.27
Hyundai,2011,4.5,Hybrid,53626.25
Hyundai,2011,4.5,Petrol,39825.62
Hyundai,2011,4.6,Electric,19073.06
Hyundai,2011,4.7,Diesel,79998.87
Hyundai,2011,4.8,Petrol,26571.56
Hyundai,2011,4.9,Hybrid,33427.86
Hyundai,2011,4.9,Petrol,40402.8
Hyundai,2012,1.0,Diesel,21763.98
Hyundai,2012,1.0,Petrol,30062.83
Hyundai,2012,1.1,Diesel,43804.44
Hyundai,2012,1.2,Electric,46948.69
Hyundai,2012,1.2,Petrol,38415.42
Hyundai,2012,1.3,Diesel,25108.74
Hyundai,2012,1.3,Petrol,65643.65
Hyundai,2012,1.4,Electric,44611.23
Hyundai,2012,1.4,Hybrid,45990.56
Hyundai,2012,1.5,Electric,15550.84
Hyundai,2012,1.5,Hybrid,70132.63
Hyundai,2012,1.6,Electric,38874.07
Hyundai,2012,1.7,Petrol,47371.24
Hyundai,2012,1.8,Electric,42487.44
Hyundai,2012,1.8,Hybrid,69292.71
Hyundai,2012,1.9,Diesel,37686.61
Hyundai,2012,1.9,Electric,46157.75
Hyundai,2012,1.9,Hybrid,64523.24
Hyundai,2012,1.9,Petrol,55448.24
Hyundai,2012,2.0,Electric,15646.23
Hyundai,2012,2.0,Hybrid,42301.41
Hyundai,2012,2.1,Diesel,27569.06
Hyundai,2012,2.1,Petrol,41800.26
Hyundai,2012,2.2,Electric,79151.68
Hyundai,2012,2.2,Hybrid,32815.02
Hyundai,2012,2.3,Electric,23260.13
Hyundai,2012,2.3,Hybrid,62786.45
Hyundai,2012,2.3,Petrol,61640.05
Hyundai,2012,2.5,Electric,70137.04
Hyundai,2012,2.5,Hybrid,72651.02
Hyundai,2012,2.6,Diesel,72985.15
Hyundai,2012,2.6,Petrol,29413.26
Hyundai,2012,2.7,Electric,15413.4
Hyundai,2012,2.7,Hybrid,23923.83
Hyundai,2012,2.7,Petrol,62009.07
Hyundai,2012,2.8,Electric,60499.76
Hyundai,2012,2.8,Hybrid,49182.66
Hyundai,2012,2.9,Diesel,22757.35
Hyundai,2012,3.2,Electric,49909.94
Hyundai,2012,3.2,Hybrid,70455.67
Hyundai,2012,3.3,Diesel,35284.79
Hyundai,2012,3.3,Electric,39611.92
Hyundai,2012,3.4,Electric,65696.89
Hyundai,2012,3.4,Hybrid,41788.78
Hyundai,2012,3.5,Diesel,51482.29
Hyundai,2012,3.5,Electric,66231.5
Hyundai,2012,3.5,Petrol,72611.37
Hyundai,2012,3.6,Diesel,79181.7
Hyundai,2012,3.6,Hybrid,18293.64
Hyundai,2012,3.6,Petrol,29072.29
Hyundai,2012,3.7,Diesel,32659.99
Hyundai,2012,3.7,Petrol,63183.65
Hyundai,2012,3.8,Petrol,42586.87
Hyundai,2012,3.9,Hybrid,53857.05
Hyundai,2012,4.1,Electric,49388.04
Hyundai,2012,4.2,Diesel,54231.48
Hyundai,2012,4.2,Petrol,43949.43
Hyundai,2012,4.3,Electric,53086.48
Hyundai,2012,4.3,Hybrid,30771.97
Hyundai,2012,4.3,Petrol,19920.43
Hyundai,2012,4.4,Diesel,76003.12
Hyundai,2012,4.4,Hybrid,20455.71
Hyundai,2012,4.5,Electric,63301.6
Hyundai,2012,4.5,Petrol,55580.88
Hyundai,2012,4.6,Electric,23858.92
Hyundai,2012,4.6,Hybrid,38228.54
Hyundai,2012,4.6,Petrol,26305.56
Hyundai,2012,4.7,Hybrid,68722.03
Hyundai,2012,4.7,Petrol,42145.31
Hyundai,2012,4.8,Petrol,63419.0
Hyundai,2012,4.9,Petrol,45055.12
Hyundai,2012,5.0,Diesel,47723.32
Hyundai,2013,1.0,Hybrid,38365.12
Hyundai,2013,1.1,Electric,69498.34
Hyundai,2013,1.1,Petrol,58094.92
Hyundai,2013,1.2,Diesel,72659.86
Hyundai,2013,1.3,Electric,43034.32
Hyundai,2013,1.4,Diesel,49698.5
Hyundai,2013,1.4,Electric,16068.02
Hyundai,2013,1.4,Hybrid,24301.87
Hyundai,2013,1.4,Petrol,77799.32
Hyundai,2013,1.5,Petrol,27020.75
Hyundai,2013,1.6,Electric,33273.24
Hyundai,2013,1.6,Hybrid,60895.12
Hyundai,2013,1.7,Diesel,79936.83
Hyundai,2013,1.8,Petrol,47838.94
Hyundai,2013,1.9,Electric,55089.0
Hyundai,2013,1.9,Hybrid,48049.16
Hyundai,2013,2.0,Diesel,29464.23
Hyundai,2013,2.1,Diesel,45639.06
Hyundai,2013,2.1,Electric,56158.43
Hyundai,2013,2.1,Hybrid,31098.82
Hyundai,2013,2.1,Petrol,60267.82
Hyundai,2013,2.2,Electric,21541.93
Hyundai,2013,2.3,Diesel,63298.97
Hyundai,2013,2.3,Electric,75805.42
Hyundai,2013,2.4,Diesel,37936.72
Hyundai,2013,2.4,Hybrid,70716.94
Hyundai,2013,2.5,Diesel,30027.2
Hyundai,2013,2.5,Electric,59761.98
Hyundai,2013,2.5,Hybrid,60437.48
Hyundai,2013,2.5,Petrol,44931.96
Hyundai,2013,2.6,Diesel,41848.53
Hyundai,2013,2.6,Electric,61638.44
Hyundai,2013,2.6,Hybrid,44491.78
Hyundai,2013,2.6,Petrol,30258.2
Hyundai,2013,2.7,Electric,47442.16
Hyundai,2013,2.7,Petrol,18924.69
Hyundai,2013,2.9,Diesel,29751.51
Hyundai,2013,2.9,Electric,70877.89
Hyundai,2013,2.9,Hybrid,66041.28
Hyundai,2013,2.9,Petrol,23599.5
Hyundai,2013,3.0,Diesel,25162.21
Hyundai,2013,3.0,Petrol,21460.02
Hyundai,2013,3.1,Diesel,35459.92
Hyundai,2013,3.2,Diesel,29643.36
Hyundai,2013,3.2,Electric,51535.36
Hyundai,2013,3.2,Petrol,55407.91
Hyundai,2013,3.3,Diesel,54690.09
Hyundai,2013,3.3,Petrol,33441.53
Hyundai,2013,3.4,Diesel,25457.75
Hyundai,2013,3.4,Electric,40341.96
Hyundai,2013,3.5,Petrol,69380.16
Hyundai,2013,3.6,Electric,19551.79
Hyundai,2013,3.7,Electric,55941.9
Hyundai,2013,3.7,Petrol,34810.25
Hyundai,2013,3.8,Electric,19167.97
Hyundai,2013,3.9,Diesel,23250.36
Hyundai,2013,4.0,Diesel,67765.27
Hyundai,2013,4.0,Hybrid,61662.28
Hyundai,2013,4.0,Petrol,68121.85
Hyundai,2013,4.1,Electric,31551.85
Hyundai,2013,4.1,Hybrid,31586.1
Hyundai,2013,4.3,Diesel,65955.46
Hyundai,2013,4.3,Electric,57119.7
Hyundai,2013,4.3,Petrol,64211.04
Hyundai,2013,4.5,Electric,28105.68
Hyundai,2013,4.5,Petrol,32880.38
Hyundai,2013,4.6,Hybrid,53186.77
Hyundai,2013,4.6,Petrol,56336.44
Hyundai,2013,4.7,Diesel,32886.51
Hyundai,2013,4.7,Hybrid,56783.5
Hyundai,2013,5.0,Petrol,21795.4
Hyundai,2014,1.0,Hybrid,63001.2
Hyundai,2014,1.1,Hybrid,56271.21
Hyundai,2014,1.1,Petrol,57802.98
Hyundai,2014,1.2,Electric,56627.8
Hyundai,2014,1.3,Electric,48128.98
Hyundai,2014,1.3,Hybrid,44838.79
Hyundai,2014,1.3,Petrol,52256.79
Hyundai,2014,1.4,Diesel,27257.06
Hyundai,2014,1.4,Hybrid,19049.91
Hyundai,2014,1.5,Electric,40604.01
Hyundai,2014,1.5,Petrol,34820.15
Hyundai,2014,1.6,Hybrid,37973.72
Hyundai,2014,1.7,Diesel,60482.08
Hyundai,2014,1.7,Hybrid,57695.5
Hyundai,2014,1.7,Petrol,40739.25
Hyundai,2014,1.8,Diesel,28410.23
Hyundai,2014,2.1,Diesel,49991.71
Hyundai,2014,2.1,Hybrid,52895.26
Hyundai,2014,2.1,Petrol,74736.06
Hyundai,2014,2.2,Petrol,39824.41
Hyundai,2014,2.3,Diesel,61527.06
Hyundai,2014,2.3,Electric,42503.46
Hyundai,2014,2.4,Hybrid,45285.04
Hyundai,2014,2.4,Petrol,53328.61
Hyundai,2014,2.5,Diesel,55690.24
Hyundai,2014,2.5,Electric,69813.72
Hyundai,2014,2.5,Petrol,51632.44
Hyundai,2014,2.6,Hybrid,36025.16
Hyundai,2014,2.6,Petrol,39433.59
Hyundai,2014,2.7,Hybrid,20684.04
Hyundai,2014,2.8,Diesel,71324.53
Hyundai,2014,2.8,Hybrid,24422.69
Hyundai,2014,2.8,Petrol,77282.82
Hyundai,2014,2.9,Petrol,45635.79
Hyundai,2014,3.1,Electric,75896.94
Hyundai,2014,3.1,Hybrid,70356.3
Hyundai,2014,3.1,Petrol,47512.03
Hyundai,2014,3.2,Diesel,56229.3
Hyundai,2014,3.2,Electric,19057.11
Hyundai,2014,3.2,Hybrid,62494.74
Hyundai,2014,3.2,Petrol,35412.19
Hyundai,2014,3.4,Diesel,16604.54
Hyundai,2014,3.5,Diesel,43211.9
Hyundai,2014,3.5,Hybrid,37576.02
Hyundai,2014,3.6,Hybrid,27564.24
Hyundai,2014,3.6,Petrol,78947.55
Hyundai,2014,3.7,Electric,40127.4
Hyundai,2014,3.8,Electric,65167.0
Hyundai,2014,3.8,Hybrid,27804.47
Hyundai,2014,3.9,Electric,16144.05
Hyundai,2014,4.0,Hybrid,33038.27
Hyundai,2014,4.1,Diesel,25547.4
Hyundai,2014,4.3,Electric,53779.74
Hyundai,2014,4.3,Petrol,18888.41
Hyundai,2014,4.4,Hybrid,43558.34
Hyundai,2014,4.4,Petrol,15031.68
Hyundai,2014,4.5,Petrol,54076.66
Hyundai,2014,4.6,Diesel,57910.05
Hyundai,2014,4.6,Electric,15485.18
Hyundai,2014,4.6,Petrol,49419.35
Hyundai,2014,4.8,Diesel,60874.95
Hyundai,2014,4.8,Electric,42918.61
Hyundai,2014,4.8,Petrol,17444.75
Hyundai,2014,4.9,Diesel,73180.76
Hyundai,2014,4.9,Petrol,57924.49
Hyundai,2014,5.0,Diesel,61146.49
Hyundai,2014,5.0,Petrol,23608.08
Hyundai,2015,1.0,Hybrid,37363.56
Hyundai,2015,1.1,Diesel,42144.95
Hyundai,2015,1.1,Electric,53737.44
Hyundai,2015,1.1,Hybrid,50451.33
Hyundai,2015,1.2,Hybrid,45807.44
Hyundai,2015,1.3,Electric,52456.57
Hyundai,2015,1.3,Hybrid,22902.73
Hyundai,2015,1.4,Electric,55485.87
Hyundai,2015,1.4,Petrol,33732.46
Hyundai,2015,1.5,Electric,68723.0
Hyundai,2015,1.5,Petrol,28495.35
Hyundai,2015,1.6,Diesel,17362.23
Hyundai,2015,1.6,Electric,49148.13
Hyundai,2015,1.6,Petrol,37796.11
Hyundai,2015,1.7,Electric,39173.52
Hyundai,2015,1.7,Petrol,62584.66
Hyundai,2015,1.8,Electric,22228.93
Hyundai,2015,1.8,Petrol,47384.43
Hyundai,2015,1.9,Electric,52042.65
Hyundai,2015,1.9,Hybrid,60034.2
Hyundai,2015,1.9,Petrol,39387.45
Hyundai,2015,2.1,Diesel,47230.18
Hyundai,2015,2.2,Hybrid,34273.62
Hyundai,2015,2.2,Petrol,32416.71
Hyundai,2015,2.3,Electric,44950.16
Hyundai,2015,2.4,Petrol,76183.44
Hyundai,2015,2.5,Diesel,63356.25
Hyundai,2015,2.5,Electric,38261.39
Hyundai,2015,2.5,Hybrid,75126.73
Hyundai,2015,2.5,Petrol,31436.97
Hyundai,2015,2.6,Diesel,64672.49
Hyundai,2015,2.6,Electric,21444.08
Hyundai,2015,2.6,Hybrid,56943.76
Hyundai,2015,2.6,Petrol,17595.95
Hyundai,2015,2.7,Electric,63087.16
Hyundai,2015,2.7,Hybrid,46750.2
Hyundai,2015,2.8,Diesel,40776.72
Hyundai,2015,2.8,Electric,22755.69
Hyundai,2015,2.8,Petrol,48178.39
Hyundai,2015,2.9,Diesel,28134.77
Hyundai,2015,3.0,Electric,72435.39
Hyundai,2015,3.0,Hybrid,31225.48
Hyundai,2015,3.0,Petrol,35558.78
Hyundai,2015,3.1,Hybrid,39835.33
Hyundai,2015,3.1,Petrol,34905.21
Hyundai,2015,3.3,Diesel,19289.77
Hyundai,2015,3.3,Electric,73810.62
Hyundai,2015,3.4,Diesel,76021.79
Hyundai,2015,3.4,Petrol,59764.24
Hyundai,2015,3.5,Electric,24409.23
Hyundai,2015,3.5,Hybrid,19089.92
Hyundai,2015,3.5,Petrol,38104.33
Hyundai,2015,3.6,Electric,20862.1
Hyundai,2015,3.6,Hybrid,30561.34
Hyundai,2015,3.7,Diesel,58147.53
Hyundai,2015,3.7,Hybrid,33650.74
Hyundai,2015,3.7,Petrol,52899.2
Hyundai,2015,3.8,Diesel,61392.69
Hyundai,2015,3.9,Diesel,44093.14
Hyundai,2015,3.9,Electric,67342.15
Hyundai,2015,4.0,Petrol,77987.54
Hyundai,2015,4.1,Electric,47456.18
Hyundai,2015,4.1,Petrol,65638.77
Hyundai,2015,4.3,Hybrid,46608.61
Hyundai,2015,4.4,Diesel,46823.92
Hyundai,2015,4.4,Electric,71002.41
Hyundai,2015,4.5,Hybrid,46024.57
Hyundai,2015,4.6,Electric,75495.37
Hyundai,2015,4.6,Hybrid,41199.18
Hyundai,2015,4.6,Petrol,50012.08
Hyundai,2015,4.7,Petrol,31659.58
Hyundai,2015,4.8,Diesel,72525.08
Hyundai,2015,4.8,Electric,66078.45
Hyundai,2015,4.9,Diesel,46895.96
Hyundai,2015,4.9,Petrol,35259.39
Hyundai,2015,5.0,Diesel,73995.2
Hyundai,2016,1.1,Diesel,62591.67
Hyundai,2016,1.2,Electric,56075.28
Hyundai,2016,1.2,Petrol,70471.71
Hyundai,2016,1.3,Diesel,42585.93
Hyundai,2016,1.3,Hybrid,31995.16
Hyundai,2016,1.3,Petrol,57834.5
Hyundai,2016,1.4,Diesel,44675.88
Hyundai,2016,1.4,Electric,22983.53
Hyundai,2016,1.5,Hybrid,47318.23
Hyundai,2016,1.7,Electric,62793.68
Hyundai,2016,1.8,Diesel,73970.92
Hyundai,2016,1.8,Petrol,50872.35
Hyundai,2016,1.9,Hybrid,69773.92
Hyundai,2016,2.0,Diesel,20738.86
Hyundai,2016,2.0,Electric,36270.37
Hyundai,2016,2.1,Electric,29520.46
Hyundai,2016,2.2,Electric,29076.36
Hyundai,2016,2.2,Petrol,22867.92
Hyundai,2016,2.3,Electric,59263.54
Hyundai,2016,2.4,Electric,62680.86
Hyundai,2016,2.4,Hybrid,61339.32
Hyundai,2016,2.4,Petrol,56626.39
Hyundai,2016,2.5,Electric,22522.69
Hyundai,2016,2.5,Petrol,45679.27
Hyundai,2016,2.6,Diesel,38552.7
Hyundai,2016,2.6,Hybrid,63084.46
Hyundai,2016,2.7,Hybrid,37284.05
Hyundai,2016,2.7,Petrol,42574.76
Hyundai,2016,2.8,Electric,57396.82
Hyundai,2016,3.0,Hybrid,59433.4
Hyundai,2016,3.0,Petrol,18687.4
Hyundai,2016,3.1,Hybrid,71509.27
Hyundai,2016,3.1,Petrol,47873.94
Hyundai,2016,3.2,Diesel,27329.61
Hyundai,2016,3.2,Hybrid,72234.34
Hyundai,2016,3.3,Hybrid,55780.84
Hyundai,2016,3.3,Petrol,70828.03
Hyundai,2016,3.4,Hybrid,45559.6
Hyundai,2016,3.4,Petrol,58797.72
Hyundai,2016,3.5,Diesel,19345.18
Hyundai,2016,3.5,Electric,40191.56
Hyundai,2016,3.7,Hybrid,28034.17
Hyundai,2016,3.9,Electric,51697.5
Hyundai,2016,3.9,Hybrid,38865.79
Hyundai,2016,4.0,Electric,48303.71
Hyundai,2016,4.0,Hybrid,40404.24
Hyundai,2016,4.0,Petrol,36704.62
Hyundai,2016,4.1,Petrol,30905.36
Hyundai,2016,4.2,Diesel,16048.82
Hyundai,2016,4.2,Electric,49376.24
Hyundai,2016,4.3,Electric,64421.48
Hyundai,2016,4.3,Petrol,49407.42
Hyundai,2016,4.4,Electric,57702.22
Hyundai,2016,4.4,Petrol,57447.68
Hyundai,2016,4.5,Electric,50187.66
Hyundai,2016,4.5,Petrol,68469.18
Hyundai,2016,4.6,Hybrid,53230.12
Hyundai,2016,4.7,Electric,35571.16
Hyundai,2016,4.8,Diesel,59916.59
Hyundai,2016,4.8,Hybrid,34768.37
Hyundai,2016,4.9,Diesel,35227.79
Hyundai,2016,4.9,Hybrid,60079.81
Hyundai,2016,4.9,Petrol,25950.02
Hyundai,2016,5.0,Electric,70635.14
Hyundai,2016,5.0,Hybrid,50214.01
Hyundai,2017,1.0,Diesel,28688.31
Hyundai,2017,1.1,Hybrid,43331.92
Hyundai,2017,1.2,Diesel,68003.05
Hyundai,2017,1.3,Hybrid,21513.03
Hyundai,2017,1.3,Petrol,67805.68
Hyundai,2017,1.4,Diesel,54036.85
Hyundai,2017,1.4,Electric,25274.96
Hyundai,2017,1.4,Hybrid,47063.6
Hyundai,2017,1.4,Petrol,69485.7
Hyundai,2017,1.5,Diesel,19141.38
Hyundai,2017,1.6,Petrol,62437.68
Hyundai,2017,1.7,Diesel,67862.96
Hyundai,2017,1.7,Electric,75110.35
Hyundai,2017,1.8,Electric,49906.28
Hyundai,2017,1.8,Hybrid,33168.91
Hyundai,2017,1.9,Electric,20643.13
Hyundai,2017,1.9,Hybrid,40569.12
Hyundai,2017,1.9,Petrol,63914.1
Hyundai,2017,2.0,Diesel,41030.26
Hyundai,2017,2.0,Electric,44065.22
Hyundai,2017,2.1,Hybrid,26867.9
Hyundai,2017,2.2,Electric,38310.6
Hyundai,2017,2.3,Hybrid,38134.06
Hyundai,2017,2.5,Petrol,26334.99
Hyundai,2017,2.7,Hybrid,57344.0
Hyundai,2017,2.7,Petrol,34736.73
Hyundai,2017,2.8,Diesel,34456.15
Hyundai,2017,2.8,Electric,31171.95
Hyundai,2017,2.9,Diesel,68663.0
Hyundai,2017,3.0,Electric,50038.96
Hyundai,2017,3.1,Diesel,36389.21
Hyundai,2017,3.1,Electric,15791.74
Hyundai,2017,3.3,Hybrid,30705.87
Hyundai,2017,3.4,Hybrid,39241.26
Hyundai,2017,3.4,Petrol,61673.85
Hyundai,2017,3.5,Diesel,30543.68
Hyundai,2017,3.6,Diesel,41520.24
Hyundai,2017,3.6,Electric,24804.69
Hyundai,2017,3.7,Diesel,56935.13
Hyundai,2017,3.7,Electric,37619.53
Hyundai,2017,3.8,Electric,57429.28
Hyundai,2017,3.9,Diesel,54893.66
Hyundai,2017,3.9,Electric,36886.97
Hyundai,2017,4.0,Electric,29401.43
Hyundai,2017,4.1,Hybrid,43480.35
Hyundai,2017,4.2,Hybrid,48185.7
Hyundai,2017,4.2,Petrol,42489.42
Hyundai,2017,4.3,Electric,47840.6
Hyundai,2017,4.3,Petrol,61279.2
Hyundai,2017,4.4,Diesel,78543.75
Hyundai,2017,4.4,Hybrid,75984.97
Hyundai,2017,4.4,Petrol,60981.66
Hyundai,2017,4.5,Diesel,68053.21
Hyundai,2017,4.5,Electric,51716.8
Hyundai,2017,4.5,Hybrid,77777.35
Hyundai,2017,4.5,Petrol,69739.74
